order_id,customer_id,order_date,amount,status,created_at,updated_at
911,117,2023-03-17 20:00:00,206.92,PROCESSING,2023-03-17 20:00:00,2023-03-17 20:00:00
912,134,2023-03-17 22:00:00,85.31,SHIPPED,2023-03-17 22:00:00,2023-03-17 22:00:00
913,58,2023-03-18 00:00:00,290.58,SHIPPED,2023-03-18 00:00:00,2023-03-18 00:00:00
914,556,2023-03-18 02:00:00,145.74,CANCELLED,2023-03-18 02:00:00,2023-03-18 02:00:00
915,685,2023-03-18 04:00:00,461.44,DELIVERED,2023-03-18 04:00:00,2023-03-18 04:00:00
916,672,2023-03-18 06:00:00,295.76,CANCELLED,2023-03-18 06:00:00,2023-03-18 06:00:00
917,173,2023-03-18 08:00:00,300.49,PROCESSING,2023-03-18 08:00:00,2023-03-18 08:00:00
918,829,2023-03-18 10:00:00,183.91,PROCESSING,2023-03-18 10:00:00,2023-03-18 10:00:00
919,815,2023-03-18 12:00:00,35.47,CANCELLED,2023-03-18 12:00:00,2023-03-18 12:00:00
920,149,2023-03-18 14:00:00,25.55,DELIVERED,2023-03-18 14:00:00,2023-03-18 14:00:00
921,80,2023-03-18 16:00:00,217.43,CANCELLED,2023-03-18 16:00:00,2023-03-18 16:00:00
922,886,2023-03-18 18:00:00,51.44,PROCESSING,2023-03-18 18:00:00,2023-03-18 18:00:00
923,213,2023-03-18 20:00:00,307.36,DELIVERED,2023-03-18 20:00:00,2023-03-18 20:00:00
924,203,2023-03-18 22:00:00,441.68,PROCESSING,2023-03-18 22:00:00,2023-03-18 22:00:00
925,764,2023-03-19 00:00:00,442.63,DELIVERED,2023-03-19 00:00:00,2023-03-19 00:00:00
926,229,2023-03-19 02:00:00,332.93,DELIVERED,2023-03-19 02:00:00,2023-03-19 02:00:00
927,676,2023-03-19 04:00:00,113.5,CANCELLED,2023-03-19 04:00:00,2023-03-19 04:00:00
928,227,2023-03-19 06:00:00,432.87,CANCELLED,2023-03-19 06:00:00,2023-03-19 06:00:00
929,659,2023-03-19 08:00:00,444.19,CANCELLED,2023-03-19 08:00:00,2023-03-19 08:00:00
930,532,2023-03-19 10:00:00,106.36,DELIVERED,2023-03-19 10:00:00,2023-03-19 10:00:00
931,441,2023-03-19 12:00:00,371.34,DELIVERED,2023-03-19 12:00:00,2023-03-19 12:00:00
932,402,2023-03-19 14:00:00,150.39,PROCESSING,2023-03-19 14:00:00,2023-03-19 14:00:00
933,47,2023-03-19 16:00:00,403.29,SHIPPED,2023-03-19 16:00:00,2023-03-19 16:00:00
934,233,2023-03-19 18:00:00,498.65,CANCELLED,2023-03-19 18:00:00,2023-03-19 18:00:00
935,305,2023-03-19 20:00:00,24.71,PROCESSING,2023-03-19 20:00:00,2023-03-19 20:00:00
936,526,2023-03-19 22:00:00,449.71,PROCESSING,2023-03-19 22:00:00,2023-03-19 22:00:00
937,143,2023-03-20 00:00:00,315.09,PENDING,2023-03-20 00:00:00,2023-03-20 00:00:00
938,415,2023-03-20 02:00:00,486.96,CANCELLED,2023-03-20 02:00:00,2023-03-20 02:00:00
939,513,2023-03-20 04:00:00,237.85,PROCESSING,2023-03-20 04:00:00,2023-03-20 04:00:00
940,373,2023-03-20 06:00:00,425.22,PENDING,2023-03-20 06:00:00,2023-03-20 06:00:00
941,566,2023-03-20 08:00:00,40.57,CANCELLED,2023-03-20 08:00:00,2023-03-20 08:00:00
942,886,2023-03-20 10:00:00,174.29,DELIVERED,2023-03-20 10:00:00,2023-03-20 10:00:00
943,259,2023-03-20 12:00:00,42.84,PENDING,2023-03-20 12:00:00,2023-03-20 12:00:00
944,656,2023-03-20 14:00:00,487.92,DELIVERED,2023-03-20 14:00:00,2023-03-20 14:00:00
945,471,2023-03-20 16:00:00,410.32,SHIPPED,2023-03-20 16:00:00,2023-03-20 16:00:00
946,953,2023-03-20 18:00:00,427.75,SHIPPED,2023-03-20 18:00:00,2023-03-20 18:00:00
947,971,2023-03-20 20:00:00,469.6,SHIPPED,2023-03-20 20:00:00,2023-03-20 20:00:00
948,12,2023-03-20 22:00:00,51.7,SHIPPED,2023-03-20 22:00:00,2023-03-20 22:00:00
949,330,2023-03-21 00:00:00,198.94,PROCESSING,2023-03-21 00:00:00,2023-03-21 00:00:00
950,736,2023-03-21 02:00:00,44.81,SHIPPED,2023-03-21 02:00:00,2023-03-21 02:00:00
951,784,2023-03-21 04:00:00,113.29,PROCESSING,2023-03-21 04:00:00,2023-03-21 04:00:00
952,968,2023-03-21 06:00:00,122.39,PROCESSING,2023-03-21 06:00:00,2023-03-21 06:00:00
953,358,2023-03-21 08:00:00,239.86,CANCELLED,2023-03-21 08:00:00,2023-03-21 08:00:00
954,972,2023-03-21 10:00:00,141.6,PROCESSING,2023-03-21 10:00:00,2023-03-21 10:00:00
955,408,2023-03-21 12:00:00,59.48,PROCESSING,2023-03-21 12:00:00,2023-03-21 12:00:00
956,668,2023-03-21 14:00:00,92.07,SHIPPED,2023-03-21 14:00:00,2023-03-21 14:00:00
957,373,2023-03-21 16:00:00,82.17,PROCESSING,2023-03-21 16:00:00,2023-03-21 16:00:00
958,8,2023-03-21 18:00:00,486.81,DELIVERED,2023-03-21 18:00:00,2023-03-21 18:00:00
959,122,2023-03-21 20:00:00,382.05,SHIPPED,2023-03-21 20:00:00,2023-03-21 20:00:00
960,348,2023-03-21 22:00:00,484.2,PENDING,2023-03-21 22:00:00,2023-03-21 22:00:00
961,676,2023-03-22 00:00:00,225.47,SHIPPED,2023-03-22 00:00:00,2023-03-22 00:00:00
962,90,2023-03-22 02:00:00,146.4,PROCESSING,2023-03-22 02:00:00,2023-03-22 02:00:00
963,648,2023-03-22 04:00:00,401.16,DELIVERED,2023-03-22 04:00:00,2023-03-22 04:00:00
964,698,2023-03-22 06:00:00,169.86,SHIPPED,2023-03-22 06:00:00,2023-03-22 06:00:00
965,316,2023-03-22 08:00:00,156.7,DELIVERED,2023-03-22 08:00:00,2023-03-22 08:00:00
966,178,2023-03-22 10:00:00,123.93,PENDING,2023-03-22 10:00:00,2023-03-22 10:00:00
967,540,2023-03-22 12:00:00,73.54,PENDING,2023-03-22 12:00:00,2023-03-22 12:00:00
968,732,2023-03-22 14:00:00,135.67,CANCELLED,2023-03-22 14:00:00,2023-03-22 14:00:00
969,869,2023-03-22 16:00:00,184.11,CANCELLED,2023-03-22 16:00:00,2023-03-22 16:00:00
970,41,2023-03-22 18:00:00,340.26,SHIPPED,2023-03-22 18:00:00,2023-03-22 18:00:00
971,740,2023-03-22 20:00:00,40.66,CANCELLED,2023-03-22 20:00:00,2023-03-22 20:00:00
972,704,2023-03-22 22:00:00,113.15,DELIVERED,2023-03-22 22:00:00,2023-03-22 22:00:00
973,923,2023-03-23 00:00:00,406.42,CANCELLED,2023-03-23 00:00:00,2023-03-23 00:00:00
974,502,2023-03-23 02:00:00,81.99,DELIVERED,2023-03-23 02:00:00,2023-03-23 02:00:00
975,959,2023-03-23 04:00:00,177.9,CANCELLED,2023-03-23 04:00:00,2023-03-23 04:00:00
976,145,2023-03-23 06:00:00,433.68,CANCELLED,2023-03-23 06:00:00,2023-03-23 06:00:00
977,201,2023-03-23 08:00:00,85.91,CANCELLED,2023-03-23 08:00:00,2023-03-23 08:00:00
978,929,2023-03-23 10:00:00,50.54,PROCESSING,2023-03-23 10:00:00,2023-03-23 10:00:00
979,724,2023-03-23 12:00:00,247.42,PROCESSING,2023-03-23 12:00:00,2023-03-23 12:00:00
980,461,2023-03-23 14:00:00,158.19,CANCELLED,2023-03-23 14:00:00,2023-03-23 14:00:00
981,732,2023-03-23 16:00:00,286.07,DELIVERED,2023-03-23 16:00:00,2023-03-23 16:00:00
982,752,2023-03-23 18:00:00,403.86,SHIPPED,2023-03-23 18:00:00,2023-03-23 18:00:00
983,925,2023-03-23 20:00:00,77.2,PENDING,2023-03-23 20:00:00,2023-03-23 20:00:00
984,909,2023-03-23 22:00:00,294.54,PROCESSING,2023-03-23 22:00:00,2023-03-23 22:00:00
985,558,2023-03-24 00:00:00,257.7,CANCELLED,2023-03-24 00:00:00,2023-03-24 00:00:00
986,547,2023-03-24 02:00:00,80.6,PENDING,2023-03-24 02:00:00,2023-03-24 02:00:00
987,253,2023-03-24 04:00:00,315.76,PROCESSING,2023-03-24 04:00:00,2023-03-24 04:00:00
988,390,2023-03-24 06:00:00,144.08,SHIPPED,2023-03-24 06:00:00,2023-03-24 06:00:00
989,594,2023-03-24 08:00:00,249.04,DELIVERED,2023-03-24 08:00:00,2023-03-24 08:00:00
990,883,2023-03-24 10:00:00,50.31,CANCELLED,2023-03-24 10:00:00,2023-03-24 10:00:00
991,256,2023-03-24 12:00:00,235.2,SHIPPED,2023-03-24 12:00:00,2023-03-24 12:00:00
992,709,2023-03-24 14:00:00,160.17,PROCESSING,2023-03-24 14:00:00,2023-03-24 14:00:00
993,815,2023-03-24 16:00:00,412.97,CANCELLED,2023-03-24 16:00:00,2023-03-24 16:00:00
994,921,2023-03-24 18:00:00,37.92,PENDING,2023-03-24 18:00:00,2023-03-24 18:00:00
995,450,2023-03-24 20:00:00,215.12,DELIVERED,2023-03-24 20:00:00,2023-03-24 20:00:00
996,10,2023-03-24 22:00:00,234.63,PROCESSING,2023-03-24 22:00:00,2023-03-24 22:00:00
997,824,2023-03-25 00:00:00,365.25,DELIVERED,2023-03-25 00:00:00,2023-03-25 00:00:00
998,798,2023-03-25 02:00:00,291.4,CANCELLED,2023-03-25 02:00:00,2023-03-25 02:00:00
999,242,2023-03-25 04:00:00,336.93,SHIPPED,2023-03-25 04:00:00,2023-03-25 04:00:00
1000,251,2023-03-25 06:00:00,390.75,DELIVERED,2023-03-25 06:00:00,2023-03-25 06:00:00
1001,877,2023-03-25 08:00:00,432.48,PENDING,2023-03-25 08:00:00,2023-03-25 08:00:00
1002,5,2023-03-25 10:00:00,163.8,PROCESSING,2023-03-25 10:00:00,2023-03-25 10:00:00
1003,119,2023-03-25 12:00:00,273.63,PENDING,2023-03-25 12:00:00,2023-03-25 12:00:00
1004,801,2023-03-25 14:00:00,421.65,DELIVERED,2023-03-25 14:00:00,2023-03-25 14:00:00
1005,374,2023-03-25 16:00:00,494.83,SHIPPED,2023-03-25 16:00:00,2023-03-25 16:00:00
1006,65,2023-03-25 18:00:00,445.86,SHIPPED,2023-03-25 18:00:00,2023-03-25 18:00:00
1007,146,2023-03-25 20:00:00,192.02,PENDING,2023-03-25 20:00:00,2023-03-25 20:00:00
1008,224,2023-03-25 22:00:00,105.63,CANCELLED,2023-03-25 22:00:00,2023-03-25 22:00:00
1009,239,2023-03-26 00:00:00,249.8,CANCELLED,2023-03-26 00:00:00,2023-03-26 00:00:00
1010,177,2023-03-26 02:00:00,373.4,SHIPPED,2023-03-26 02:00:00,2023-03-26 02:00:00
1011,779,2023-03-26 04:00:00,251.36,PENDING,2023-03-26 04:00:00,2023-03-26 04:00:00
1012,853,2023-03-26 06:00:00,246.76,PENDING,2023-03-26 06:00:00,2023-03-26 06:00:00
1013,282,2023-03-26 08:00:00,420.73,PENDING,2023-03-26 08:00:00,2023-03-26 08:00:00
1014,63,2023-03-26 10:00:00,187.09,DELIVERED,2023-03-26 10:00:00,2023-03-26 10:00:00
1015,217,2023-03-26 12:00:00,431.3,CANCELLED,2023-03-26 12:00:00,2023-03-26 12:00:00
1016,854,2023-03-26 14:00:00,209.33,CANCELLED,2023-03-26 14:00:00,2023-03-26 14:00:00
1017,827,2023-03-26 16:00:00,170.83,DELIVERED,2023-03-26 16:00:00,2023-03-26 16:00:00
1018,795,2023-03-26 18:00:00,232.46,PROCESSING,2023-03-26 18:00:00,2023-03-26 18:00:00
1019,689,2023-03-26 20:00:00,383.6,DELIVERED,2023-03-26 20:00:00,2023-03-26 20:00:00
1020,461,2023-03-26 22:00:00,71.74,PENDING,2023-03-26 22:00:00,2023-03-26 22:00:00
1021,929,2023-03-27 00:00:00,106.25,DELIVERED,2023-03-27 00:00:00,2023-03-27 00:00:00
1022,610,2023-03-27 02:00:00,476.21,PENDING,2023-03-27 02:00:00,2023-03-27 02:00:00
1023,105,2023-03-27 04:00:00,95.99,SHIPPED,2023-03-27 04:00:00,2023-03-27 04:00:00
1024,99,2023-03-27 06:00:00,288.19,PENDING,2023-03-27 06:00:00,2023-03-27 06:00:00
1025,511,2023-03-27 08:00:00,293.86,CANCELLED,2023-03-27 08:00:00,2023-03-27 08:00:00
1026,385,2023-03-27 10:00:00,249.92,DELIVERED,2023-03-27 10:00:00,2023-03-27 10:00:00
1027,405,2023-03-27 12:00:00,325.93,PENDING,2023-03-27 12:00:00,2023-03-27 12:00:00
1028,823,2023-03-27 14:00:00,122.62,PROCESSING,2023-03-27 14:00:00,2023-03-27 14:00:00
1029,518,2023-03-27 16:00:00,280.8,SHIPPED,2023-03-27 16:00:00,2023-03-27 16:00:00
1030,476,2023-03-27 18:00:00,192.36,PROCESSING,2023-03-27 18:00:00,2023-03-27 18:00:00
1031,977,2023-03-27 20:00:00,334.22,PROCESSING,2023-03-27 20:00:00,2023-03-27 20:00:00
1032,709,2023-03-27 22:00:00,79.2,PROCESSING,2023-03-27 22:00:00,2023-03-27 22:00:00
1033,863,2023-03-28 00:00:00,289.73,SHIPPED,2023-03-28 00:00:00,2023-03-28 00:00:00
1034,645,2023-03-28 02:00:00,100.78,SHIPPED,2023-03-28 02:00:00,2023-03-28 02:00:00
1035,870,2023-03-28 04:00:00,146.54,SHIPPED,2023-03-28 04:00:00,2023-03-28 04:00:00
1036,771,2023-03-28 06:00:00,117.17,SHIPPED,2023-03-28 06:00:00,2023-03-28 06:00:00
1037,437,2023-03-28 08:00:00,99.59,PROCESSING,2023-03-28 08:00:00,2023-03-28 08:00:00
1038,23,2023-03-28 10:00:00,414.6,CANCELLED,2023-03-28 10:00:00,2023-03-28 10:00:00
1039,997,2023-03-28 12:00:00,150.0,CANCELLED,2023-03-28 12:00:00,2023-03-28 12:00:00
1040,565,2023-03-28 14:00:00,464.29,SHIPPED,2023-03-28 14:00:00,2023-03-28 14:00:00
1041,677,2023-03-28 16:00:00,485.26,DELIVERED,2023-03-28 16:00:00,2023-03-28 16:00:00
1042,714,2023-03-28 18:00:00,289.92,PENDING,2023-03-28 18:00:00,2023-03-28 18:00:00
1043,458,2023-03-28 20:00:00,80.07,DELIVERED,2023-03-28 20:00:00,2023-03-28 20:00:00
1044,83,2023-03-28 22:00:00,193.53,DELIVERED,2023-03-28 22:00:00,2023-03-28 22:00:00
1045,145,2023-03-29 00:00:00,400.89,DELIVERED,2023-03-29 00:00:00,2023-03-29 00:00:00
1046,85,2023-03-29 02:00:00,190.02,CANCELLED,2023-03-29 02:00:00,2023-03-29 02:00:00
1047,78,2023-03-29 04:00:00,52.64,PENDING,2023-03-29 04:00:00,2023-03-29 04:00:00
1048,457,2023-03-29 06:00:00,282.82,DELIVERED,2023-03-29 06:00:00,2023-03-29 06:00:00
1049,878,2023-03-29 08:00:00,424.11,SHIPPED,2023-03-29 08:00:00,2023-03-29 08:00:00
1050,1,2023-03-29 10:00:00,400.0,CANCELLED,2023-03-29 10:00:00,2023-03-29 10:00:00
1051,51,2023-03-29 12:00:00,95.81,SHIPPED,2023-03-29 12:00:00,2023-03-29 12:00:00
1052,685,2023-03-29 14:00:00,339.65,SHIPPED,2023-03-29 14:00:00,2023-03-29 14:00:00
1053,717,2023-03-29 16:00:00,118.05,DELIVERED,2023-03-29 16:00:00,2023-03-29 16:00:00
1054,772,2023-03-29 18:00:00,116.92,SHIPPED,2023-03-29 18:00:00,2023-03-29 18:00:00
1055,446,2023-03-29 20:00:00,438.3,PENDING,2023-03-29 20:00:00,2023-03-29 20:00:00
1056,449,2023-03-29 22:00:00,132.34,SHIPPED,2023-03-29 22:00:00,2023-03-29 22:00:00
1057,881,2023-03-30 00:00:00,138.99,DELIVERED,2023-03-30 00:00:00,2023-03-30 00:00:00
1058,488,2023-03-30 02:00:00,10.32,SHIPPED,2023-03-30 02:00:00,2023-03-30 02:00:00
1059,800,2023-03-30 04:00:00,436.63,CANCELLED,2023-03-30 04:00:00,2023-03-30 04:00:00
1060,34,2023-03-30 06:00:00,398.37,CANCELLED,2023-03-30 06:00:00,2023-03-30 06:00:00
1061,348,2023-03-30 08:00:00,317.39,CANCELLED,2023-03-30 08:00:00,2023-03-30 08:00:00
1062,95,2023-03-30 10:00:00,377.63,PROCESSING,2023-03-30 10:00:00,2023-03-30 10:00:00
1063,72,2023-03-30 12:00:00,84.5,CANCELLED,2023-03-30 12:00:00,2023-03-30 12:00:00
1064,551,2023-03-30 14:00:00,234.58,CANCELLED,2023-03-30 14:00:00,2023-03-30 14:00:00
1065,154,2023-03-30 16:00:00,182.1,PROCESSING,2023-03-30 16:00:00,2023-03-30 16:00:00
1066,250,2023-03-30 18:00:00,55.95,CANCELLED,2023-03-30 18:00:00,2023-03-30 18:00:00
1067,674,2023-03-30 20:00:00,248.2,DELIVERED,2023-03-30 20:00:00,2023-03-30 20:00:00
1068,438,2023-03-30 22:00:00,461.16,CANCELLED,2023-03-30 22:00:00,2023-03-30 22:00:00
1069,118,2023-03-31 00:00:00,29.63,CANCELLED,2023-03-31 00:00:00,2023-03-31 00:00:00
1070,771,2023-03-31 02:00:00,152.82,PROCESSING,2023-03-31 02:00:00,2023-03-31 02:00:00
1071,891,2023-03-31 04:00:00,111.7,DELIVERED,2023-03-31 04:00:00,2023-03-31 04:00:00
1072,306,2023-03-31 06:00:00,126.69,SHIPPED,2023-03-31 06:00:00,2023-03-31 06:00:00
1073,268,2023-03-31 08:00:00,455.13,PENDING,2023-03-31 08:00:00,2023-03-31 08:00:00
1074,961,2023-03-31 10:00:00,239.35,DELIVERED,2023-03-31 10:00:00,2023-03-31 10:00:00
1075,54,2023-03-31 12:00:00,238.49,SHIPPED,2023-03-31 12:00:00,2023-03-31 12:00:00
1076,236,2023-03-31 14:00:00,382.68,DELIVERED,2023-03-31 14:00:00,2023-03-31 14:00:00
1077,389,2023-03-31 16:00:00,85.7,SHIPPED,2023-03-31 16:00:00,2023-03-31 16:00:00
1078,990,2023-03-31 18:00:00,248.76,SHIPPED,2023-03-31 18:00:00,2023-03-31 18:00:00
1079,734,2023-03-31 20:00:00,220.69,DELIVERED,2023-03-31 20:00:00,2023-03-31 20:00:00
1080,763,2023-03-31 22:00:00,302.49,PROCESSING,2023-03-31 22:00:00,2023-03-31 22:00:00
1081,825,2023-04-01 00:00:00,499.78,DELIVERED,2023-04-01 00:00:00,2023-04-01 00:00:00
1082,401,2023-04-01 02:00:00,387.03,DELIVERED,2023-04-01 02:00:00,2023-04-01 02:00:00
1083,624,2023-04-01 04:00:00,204.95,SHIPPED,2023-04-01 04:00:00,2023-04-01 04:00:00
1084,767,2023-04-01 06:00:00,415.5,PENDING,2023-04-01 06:00:00,2023-04-01 06:00:00
1085,303,2023-04-01 08:00:00,93.65,SHIPPED,2023-04-01 08:00:00,2023-04-01 08:00:00
1086,919,2023-04-01 10:00:00,24.93,CANCELLED,2023-04-01 10:00:00,2023-04-01 10:00:00
1087,207,2023-04-01 12:00:00,110.18,DELIVERED,2023-04-01 12:00:00,2023-04-01 12:00:00
1088,229,2023-04-01 14:00:00,176.8,DELIVERED,2023-04-01 14:00:00,2023-04-01 14:00:00
1089,853,2023-04-01 16:00:00,260.18,PROCESSING,2023-04-01 16:00:00,2023-04-01 16:00:00
1090,910,2023-04-01 18:00:00,311.41,SHIPPED,2023-04-01 18:00:00,2023-04-01 18:00:00
1091,578,2023-04-01 20:00:00,456.2,PROCESSING,2023-04-01 20:00:00,2023-04-01 20:00:00
1092,75,2023-04-01 22:00:00,259.83,DELIVERED,2023-04-01 22:00:00,2023-04-01 22:00:00
1093,435,2023-04-02 00:00:00,255.63,SHIPPED,2023-04-02 00:00:00,2023-04-02 00:00:00
1094,103,2023-04-02 02:00:00,34.62,SHIPPED,2023-04-02 02:00:00,2023-04-02 02:00:00
1095,422,2023-04-02 04:00:00,27.11,CANCELLED,2023-04-02 04:00:00,2023-04-02 04:00:00
1096,704,2023-04-02 06:00:00,280.07,CANCELLED,2023-04-02 06:00:00,2023-04-02 06:00:00
1097,764,2023-04-02 08:00:00,224.71,PENDING,2023-04-02 08:00:00,2023-04-02 08:00:00
1098,738,2023-04-02 10:00:00,421.2,CANCELLED,2023-04-02 10:00:00,2023-04-02 10:00:00
1099,806,2023-04-02 12:00:00,88.73,SHIPPED,2023-04-02 12:00:00,2023-04-02 12:00:00
1100,306,2023-04-02 14:00:00,22.24,CANCELLED,2023-04-02 14:00:00,2023-04-02 14:00:00
1101,98,2023-04-02 16:00:00,230.03,PENDING,2023-04-02 16:00:00,2023-04-02 16:00:00
1102,850,2023-04-02 18:00:00,126.36,DELIVERED,2023-04-02 18:00:00,2023-04-02 18:00:00
1103,798,2023-04-02 20:00:00,34.31,CANCELLED,2023-04-02 20:00:00,2023-04-02 20:00:00
1104,335,2023-04-02 22:00:00,365.05,SHIPPED,2023-04-02 22:00:00,2023-04-02 22:00:00
1105,859,2023-04-03 00:00:00,64.68,DELIVERED,2023-04-03 00:00:00,2023-04-03 00:00:00
1106,435,2023-04-03 02:00:00,308.08,SHIPPED,2023-04-03 02:00:00,2023-04-03 02:00:00
1107,447,2023-04-03 04:00:00,147.71,DELIVERED,2023-04-03 04:00:00,2023-04-03 04:00:00
1108,994,2023-04-03 06:00:00,95.01,SHIPPED,2023-04-03 06:00:00,2023-04-03 06:00:00
1109,308,2023-04-03 08:00:00,196.08,CANCELLED,2023-04-03 08:00:00,2023-04-03 08:00:00
1110,249,2023-04-03 10:00:00,402.71,CANCELLED,2023-04-03 10:00:00,2023-04-03 10:00:00
1111,166,2023-04-03 12:00:00,202.13,PENDING,2023-04-03 12:00:00,2023-04-03 12:00:00
1112,481,2023-04-03 14:00:00,377.88,DELIVERED,2023-04-03 14:00:00,2023-04-03 14:00:00
1113,984,2023-04-03 16:00:00,71.49,PENDING,2023-04-03 16:00:00,2023-04-03 16:00:00
1114,335,2023-04-03 18:00:00,388.66,PROCESSING,2023-04-03 18:00:00,2023-04-03 18:00:00
1115,542,2023-04-03 20:00:00,126.1,CANCELLED,2023-04-03 20:00:00,2023-04-03 20:00:00
1116,759,2023-04-03 22:00:00,341.92,DELIVERED,2023-04-03 22:00:00,2023-04-03 22:00:00
1117,106,2023-04-04 00:00:00,287.23,PENDING,2023-04-04 00:00:00,2023-04-04 00:00:00
1118,563,2023-04-04 02:00:00,465.28,PENDING,2023-04-04 02:00:00,2023-04-04 02:00:00
1119,81,2023-04-04 04:00:00,199.79,PROCESSING,2023-04-04 04:00:00,2023-04-04 04:00:00
1120,133,2023-04-04 06:00:00,42.42,PENDING,2023-04-04 06:00:00,2023-04-04 06:00:00
1121,797,2023-04-04 08:00:00,19.39,SHIPPED,2023-04-04 08:00:00,2023-04-04 08:00:00
1122,900,2023-04-04 10:00:00,415.16,CANCELLED,2023-04-04 10:00:00,2023-04-04 10:00:00
1123,138,2023-04-04 12:00:00,267.12,PENDING,2023-04-04 12:00:00,2023-04-04 12:00:00
1124,184,2023-04-04 14:00:00,389.87,PENDING,2023-04-04 14:00:00,2023-04-04 14:00:00
1125,401,2023-04-04 16:00:00,124.87,PROCESSING,2023-04-04 16:00:00,2023-04-04 16:00:00
1126,330,2023-04-04 18:00:00,179.09,SHIPPED,2023-04-04 18:00:00,2023-04-04 18:00:00
1127,785,2023-04-04 20:00:00,24.75,PENDING,2023-04-04 20:00:00,2023-04-04 20:00:00
1128,508,2023-04-04 22:00:00,481.13,CANCELLED,2023-04-04 22:00:00,2023-04-04 22:00:00
1129,852,2023-04-05 00:00:00,337.26,CANCELLED,2023-04-05 00:00:00,2023-04-05 00:00:00
1130,984,2023-04-05 02:00:00,467.27,PENDING,2023-04-05 02:00:00,2023-04-05 02:00:00
1131,69,2023-04-05 04:00:00,140.09,SHIPPED,2023-04-05 04:00:00,2023-04-05 04:00:00
1132,546,2023-04-05 06:00:00,309.62,CANCELLED,2023-04-05 06:00:00,2023-04-05 06:00:00
1133,774,2023-04-05 08:00:00,342.46,CANCELLED,2023-04-05 08:00:00,2023-04-05 08:00:00
1134,53,2023-04-05 10:00:00,165.6,SHIPPED,2023-04-05 10:00:00,2023-04-05 10:00:00
1135,450,2023-04-05 12:00:00,425.57,SHIPPED,2023-04-05 12:00:00,2023-04-05 12:00:00
1136,205,2023-04-05 14:00:00,474.11,PENDING,2023-04-05 14:00:00,2023-04-05 14:00:00
1137,126,2023-04-05 16:00:00,443.58,DELIVERED,2023-04-05 16:00:00,2023-04-05 16:00:00
1138,747,2023-04-05 18:00:00,372.14,PROCESSING,2023-04-05 18:00:00,2023-04-05 18:00:00
1139,43,2023-04-05 20:00:00,145.96,DELIVERED,2023-04-05 20:00:00,2023-04-05 20:00:00
1140,752,2023-04-05 22:00:00,147.99,DELIVERED,2023-04-05 22:00:00,2023-04-05 22:00:00
1141,971,2023-04-06 00:00:00,482.05,CANCELLED,2023-04-06 00:00:00,2023-04-06 00:00:00
1142,883,2023-04-06 02:00:00,15.04,SHIPPED,2023-04-06 02:00:00,2023-04-06 02:00:00
1143,111,2023-04-06 04:00:00,360.86,CANCELLED,2023-04-06 04:00:00,2023-04-06 04:00:00
1144,761,2023-04-06 06:00:00,356.06,PROCESSING,2023-04-06 06:00:00,2023-04-06 06:00:00
1145,663,2023-04-06 08:00:00,315.12,PENDING,2023-04-06 08:00:00,2023-04-06 08:00:00
1146,183,2023-04-06 10:00:00,495.15,PROCESSING,2023-04-06 10:00:00,2023-04-06 10:00:00
1147,848,2023-04-06 12:00:00,162.82,CANCELLED,2023-04-06 12:00:00,2023-04-06 12:00:00
1148,95,2023-04-06 14:00:00,176.59,CANCELLED,2023-04-06 14:00:00,2023-04-06 14:00:00
1149,971,2023-04-06 16:00:00,48.68,CANCELLED,2023-04-06 16:00:00,2023-04-06 16:00:00
1150,374,2023-04-06 18:00:00,226.97,CANCELLED,2023-04-06 18:00:00,2023-04-06 18:00:00
1151,912,2023-04-06 20:00:00,137.91,DELIVERED,2023-04-06 20:00:00,2023-04-06 20:00:00
1152,520,2023-04-06 22:00:00,178.26,PENDING,2023-04-06 22:00:00,2023-04-06 22:00:00
1153,900,2023-04-07 00:00:00,418.94,DELIVERED,2023-04-07 00:00:00,2023-04-07 00:00:00
1154,360,2023-04-07 02:00:00,468.39,CANCELLED,2023-04-07 02:00:00,2023-04-07 02:00:00
1155,900,2023-04-07 04:00:00,101.01,SHIPPED,2023-04-07 04:00:00,2023-04-07 04:00:00
1156,696,2023-04-07 06:00:00,192.53,DELIVERED,2023-04-07 06:00:00,2023-04-07 06:00:00
1157,281,2023-04-07 08:00:00,465.03,CANCELLED,2023-04-07 08:00:00,2023-04-07 08:00:00
1158,195,2023-04-07 10:00:00,40.29,CANCELLED,2023-04-07 10:00:00,2023-04-07 10:00:00
1159,864,2023-04-07 12:00:00,55.26,PENDING,2023-04-07 12:00:00,2023-04-07 12:00:00
1160,195,2023-04-07 14:00:00,89.77,PROCESSING,2023-04-07 14:00:00,2023-04-07 14:00:00
1161,667,2023-04-07 16:00:00,301.65,DELIVERED,2023-04-07 16:00:00,2023-04-07 16:00:00
1162,93,2023-04-07 18:00:00,83.73,DELIVERED,2023-04-07 18:00:00,2023-04-07 18:00:00
1163,672,2023-04-07 20:00:00,484.36,DELIVERED,2023-04-07 20:00:00,2023-04-07 20:00:00
1164,946,2023-04-07 22:00:00,228.89,CANCELLED,2023-04-07 22:00:00,2023-04-07 22:00:00
1165,61,2023-04-08 00:00:00,255.74,PENDING,2023-04-08 00:00:00,2023-04-08 00:00:00
1166,634,2023-04-08 02:00:00,130.86,CANCELLED,2023-04-08 02:00:00,2023-04-08 02:00:00
1167,51,2023-04-08 04:00:00,240.77,CANCELLED,2023-04-08 04:00:00,2023-04-08 04:00:00
